COD,GENERO,PESO,ALTURA
6268,M,77.87,2.0
4843,F,51.01,1.42
4480,F,66.05,1.76
591,F,64.1,1.67
1986,F,74.24,1.51
1069,F,49.63,1.5
9501,F,66.23,1.54
6889,F,68.82,1.7
4253,M,63.99,1.96
4886,M,80.51,1.57
4289,F,63.54,1.67
4706,F,67.4,1.63
7375,M,58.09,1.84
4645,F,65.82,1.82
1394,F,54.26,1.95
1134,M,72.43,1.76
5108,F,70.09,1.63
7361,M,84.87,1.85
9056,M,87.19,1.58
7707,M,71.02,1.79
6698,F,70.68,1.47
1979,M,83.14,1.62
9319,M,86.47,1.8
2413,M,85.91,1.73
5998,F,72.08,1.61
4080,M,58.95,1.73
657,M,74.4,1.72
9262,F,52.24,1.64
9035,F,68.18,1.69
6717,M,93.0,1.78
4880,F,70.14,1.8
3558,M,62.47,1.76
5677,M,64.36,1.88
5374,F,65.09,1.67
68,M,72.23,1.82
3667,M,81.37,1.82
407,F,70.19,1.85
4600,M,99.8,1.95
8166,M,86.96,1.85
6370,F,69.94,1.55
2468,M,79.37,1.67
3885,F,63.83,1.55
9850,F,64.66,1.62
1712,M,92.25,1.65
264,F,64.72,1.55
209,M,81.55,1.8
5788,F,76.23,1.76
6243,F,53.3,1.72
6661,M,55.38,1.88
5405,M,85.94,1.79
8356,M,59.01,1.77
2739,F,68.62,1.74
7255,F,70.2,1.74
7495,M,75.26,1.7
5692,M,67.92,1.69
4945,M,77.51,1.72
7575,F,52.92,1.78
8185,F,54.62,1.43
1071,M,75.09,1.92
6221,M,69.92,1.7
290,F,62.44,1.55
5413,M,72.59,1.63
5303,F,56.14,1.79
5428,F,49.96,1.65
3979,M,63.95,1.72
5714,M,57.04,1.74
6501,M,79.4,1.76
5998,F,58.57,1.58
7540,M,73.09,1.82
6516,F,62.43,1.73
7898,F,55.53,1.69
6266,F,65.65,1.6
5167,F,67.79,1.61
7333,M,71.45,1.75
7693,M,82.11,1.7
4522,F,70.97,1.78
2495,F,67.09,1.43
8463,F,62.44,1.53
8670,F,59.5,1.74
9030,M,96.83,1.93
4590,M,70.83,1.94
8741,F,64.81,1.71
6980,M,71.02,1.81
6319,M,64.91,1.94
1216,M,80.47,1.64
2993,M,68.27,1.83
8905,M,63.93,1.91
877,F,62.48,1.67
2123,M,70.15,1.94
2502,M,67.18,1.76
9922,M,67.56,1.92
642,M,68.42,1.81
2284,F,57.16,1.56
3852,M,86.89,1.69
8497,F,81.62,1.8
6530,F,59.68,1.93
2436,F,54.32,1.54
8496,M,91.43,1.79
552,F,58.81,1.56
7035,F,55.83,1.65
3859,M,73.57,1.88
4405,F,61.91,1.78
3191,F,55.13,1.59
8209,M,71.53,1.76
831,M,84.27,1.72
3428,M,61.99,1.76
2545,F,63.16,1.67
3277,F,62.16,1.68
6009,M,80.49,1.65
2992,M,80.78,1.83
2133,M,72.15,1.75
8552,M,75.7,1.74
5271,M,76.99,1.81
2499,F,62.26,1.59
9993,F,80.98,1.72
7675,F,63.77,1.62
6469,F,77.89,1.5
2436,M,81.52,1.76
2074,F,70.96,1.8
8469,M,73.87,1.7
5940,M,87.01,1.89
4628,F,85.24,1.54
5475,M,67.69,1.73
9578,F,56.86,1.66
2515,M,62.9,1.74
994,M,60.88,1.86
804,F,63.26,1.76
476,F,72.33,1.5
4217,M,81.45,1.83
8617,F,66.19,1.58
7960,F,58.51,1.73
161,M,83.17,1.79
6588,F,63.69,1.36
1862,F,72.74,1.74
7702,M,73.19,1.77
2739,F,61.06,1.78
7775,F,67.93,1.51
3459,F,70.37,1.76
4135,F,70.32,1.85
8977,M,61.3,1.93
664,F,68.67,1.91
3162,M,86.37,1.73
8075,M,71.99,1.67
4667,F,59.64,1.6
6569,F,61.34,1.6
1275,M,65.68,1.86
3458,F,77.68,1.52
332,F,67.42,1.6
8585,F,71.88,1.8
822,M,75.63,1.78
7938,M,94.79,1.68
8618,F,87.83,1.6
6001,F,58.74,1.66
3015,F,64.29,1.67
6309,M,66.42,1.81
2272,M,66.35,1.79
2583,F,55.47,1.6
3604,M,71.39,1.71
7682,F,63.92,1.72
5226,F,56.22,1.65
8859,M,65.85,1.88
7207,M,83.12,1.82
7290,F,75.22,1.67
8093,F,58.83,1.73
4872,M,85.87,1.74
6865,F,58.5,1.9
4208,M,79.63,1.77
8283,M,90.14,1.78
1419,F,60.13,1.63
922,M,79.67,2.02
5552,F,62.48,1.53
557,F,63.9,1.72
5456,M,90.89,1.85
1057,M,67.26,1.67
8038,F,77.03,1.7
8197,M,82.45,1.8
7716,F,74.46,1.73
1488,M,81.61,1.97
8053,M,73.08,1.6
4031,F,87.42,1.72
7616,M,79.65,1.73
677,F,62.79,1.75
4135,M,55.69,1.8
7768,M,69.87,1.67
1466,M,67.5,1.74
6696,M,84.9,1.76
2002,M,79.51,1.74
8151,M,74.05,1.78
3814,M,73.23,2.05
8005,M,80.98,1.65
5804,M,60.49,1.95
925,F,69.91,1.81
9020,M,79.7,1.72
7756,F,68.51,1.7
6248,F,60.77,1.66
3235,M,71.36,1.91
4448,M,81.46,1.74
5828,M,94.37,1.82
3074,F,65.5,1.73
3915,M,86.6,1.98
3917,M,74.64,1.9
3165,F,72.36,1.71
3324,F,61.4,1.61
4409,F,68.82,1.8
2758,M,83.75,1.73
8613,F,64.44,1.55
7546,F,62.03,1.54
5956,M,57.37,1.79
1261,M,80.39,1.78
6147,M,66.16,1.72
2998,M,82.99,1.61
848,M,67.19,1.82
3480,F,64.57,1.75
2712,M,88.58,1.75
4489,M,88.98,1.68
740,F,52.95,1.55
5675,F,62.54,1.97
6314,F,67.49,1.45
9232,F,63.17,1.96
6533,F,55.53,1.47
8842,M,84.53,1.81
6547,M,68.12,1.94
2963,F,65.76,1.77
7364,F,65.96,1.63
3565,F,69.2,1.64
960,M,62.36,1.93
2432,M,65.95,1.84
1201,F,54.92,1.63
489,F,76.78,1.6
8171,F,67.88,1.53
8113,F,74.66,1.56
7701,F,81.07,1.64
7351,F,69.37,1.67
9298,F,75.77,1.67
3470,M,78.02,1.84
7474,M,70.19,1.86
8812,M,79.95,1.67
7285,F,57.56,1.55
577,M,70.21,1.74
7385,F,66.38,1.9
3105,F,60.41,1.69
2532,M,90.09,1.83
5535,M,77.15,1.81
9003,M,107.96,1.74
2698,M,67.37,1.65
5689,F,63.63,1.64
8827,F,67.46,1.66
1682,F,52.14,1.56
2858,F,46.51,1.79
4599,M,80.31,1.83
140,M,70.1,1.74
5719,F,77.21,1.55
4569,M,89.19,1.72
3137,M,70.46,1.93
8347,M,60.95,1.84
4648,F,62.91,1.65
3916,F,67.12,1.44
5608,F,70.31,1.52
3646,F,71.33,1.82
8433,M,80.65,1.77
9326,M,75.98,1.7
2685,F,66.23,1.66
8021,M,86.83,1.86
9543,M,76.07,1.84
8929,M,87.7,1.82
4664,F,68.36,1.57
4342,M,80.1,1.69
3682,M,70.23,1.87
6393,M,77.6,1.85
7350,M,77.96,1.61
6321,M,89.97,1.71
5627,F,66.26,1.8
2838,M,60.78,1.73
5826,F,57.9,1.5
4286,F,67.07,1.88
606,F,64.17,1.59
2743,F,53.02,1.76
4237,M,82.89,1.72
3313,F,59.51,1.75
9251,F,78.41,1.62
6622,M,77.53,1.74
7960,F,70.85,1.52
9197,M,74.62,1.68
1965,F,62.66,1.87
6584,F,62.48,1.8
7516,F,60.11,1.77
6035,F,63.24,1.62
8888,M,87.11,1.98
4403,F,61.89,1.74
2834,M,62.76,1.79
8947,M,64.79,1.83
2112,F,74.83,1.52
8151,M,94.84,1.67
7343,F,62.81,1.72
7869,F,57.15,1.71
76,F,70.97,1.91
7351,M,69.56,1.83
669,M,90.23,1.94
5311,F,85.66,1.55
5960,M,69.81,1.89
4396,F,68.27,1.72
1106,F,55.95,1.5
1585,M,64.02,1.94
5022,M,80.37,1.92
5033,M,73.07,1.71
4169,M,61.24,1.93
827,F,55.88,1.62
514,M,71.02,1.8
8265,M,43.46,1.75
8862,M,76.99,1.79
377,F,75.02,1.7
4767,M,84.57,1.73
6484,F,55.84,1.74
4942,M,69.35,1.93
5462,M,62.27,1.79
3126,F,52.0,1.64
577,M,80.59,1.95
1385,M,74.1,1.72
987,M,73.31,1.74
3340,M,75.78,1.97
8562,F,62.82,1.73
4663,F,64.07,1.75
4119,M,74.98,1.86
1766,F,54.25,1.74
5924,M,74.62,1.85
5765,F,80.04,1.79
976,F,69.58,1.63
2004,M,83.11,1.73
4718,M,78.76,1.7
2447,M,98.37,1.65
2643,F,55.45,1.66
2317,F,75.49,1.59
6641,M,69.88,1.78
2256,F,81.46,1.45
9615,M,77.63,1.85
1821,M,82.97,1.77
5748,M,68.1,1.72
7214,M,85.14,1.75
3213,M,77.85,1.85
341,M,66.53,1.6
6661,M,74.66,1.76
9824,F,56.47,1.63
2835,F,63.65,1.68
2597,F,73.82,1.74
531,F,59.65,1.62
1928,M,81.67,1.91
6737,F,86.49,1.57
4305,M,74.72,1.91
9107,M,105.57,1.85
3443,M,75.3,1.93
5052,F,66.07,1.66
8425,M,73.92,1.63
9782,F,63.14,1.56
2018,M,77.05,1.66
3867,F,76.17,1.72
4971,F,57.24,1.72
1527,M,78.79,1.76
2976,F,72.66,1.82
3501,M,94.77,1.61
1765,M,82.38,1.67
2520,F,56.98,1.81
6072,F,66.7,1.63
8061,M,72.42,1.75
8956,M,66.75,1.67
1366,M,68.85,1.93
8912,F,60.54,1.78
5153,M,59.1,1.76
4683,F,65.34,1.58
5369,M,69.27,1.71
1713,F,72.1,1.66
4897,F,66.37,1.86
3292,M,79.79,1.68
4130,F,63.1,1.83
9703,M,85.93,1.85
9282,F,69.01,1.72
9346,F,73.13,1.75
2768,F,75.68,1.6
4097,M,74.69,1.69
6133,M,90.63,1.63
1644,F,62.13,1.62
3612,M,86.59,1.76
1065,F,62.42,1.72
4799,F,58.91,1.62
8257,M,73.74,1.72
6841,M,79.08,1.74
1154,F,51.83,1.64
8842,F,55.69,1.63
4554,F,65.03,1.71
8797,M,62.93,1.92
3784,F,75.71,1.7
1061,M,56.67,1.68
4325,M,88.95,2.03
9096,M,63.83,1.66
9920,F,61.2,1.66
8784,F,63.52,1.62
8158,F,64.8,1.9
5922,M,73.69,1.93
4091,M,77.49,1.81
6969,M,67.04,1.6
3304,F,56.66,1.81
7281,M,76.7,1.68
8458,M,79.63,1.8
6808,F,55.83,1.71
5203,F,73.74,1.59
5692,M,88.9,1.83
1456,M,90.11,1.86
9781,F,63.51,1.58
6812,M,79.91,1.78
3795,F,62.39,1.52
6070,M,57.45,1.76
3727,F,70.56,1.67
9886,F,66.97,1.83
3084,M,62.64,1.83
8124,M,71.64,1.9
4706,F,72.96,1.67
4145,F,81.94,1.63
6007,M,82.81,1.95
6141,M,69.57,1.62
6274,F,62.61,1.56
4109,M,68.65,1.83
5545,F,77.16,1.58
8373,F,73.91,1.66
4176,F,60.3,1.6
8840,F,54.42,1.69
4999,F,57.89,1.74
5907,M,82.93,1.83
7821,F,56.59,1.81
1201,F,52.51,1.51
3798,F,66.7,1.64
4839,M,77.04,1.94
2828,F,54.43,1.75
9168,M,68.27,1.67
8607,F,54.03,1.71
7131,M,57.04,1.71
9892,M,56.09,1.76
2337,M,66.53,1.88
1906,F,58.48,1.67
4296,F,59.54,1.79
8740,M,73.92,1.74
9332,F,73.74,1.66
3386,F,73.9,1.88
6500,M,65.41,1.64
6097,M,95.08,1.83
5582,M,71.33,1.63
9619,M,64.69,1.91
410,M,73.7,1.75
2928,F,59.89,1.61
7295,M,88.77,1.67
2310,F,75.64,1.82
2387,M,84.73,1.89
6144,M,84.19,1.77
3238,F,68.47,1.82
8310,M,72.46,1.97
5358,M,81.99,1.77
2650,M,73.85,1.72
7447,F,74.98,1.66
634,F,70.07,1.81
8156,F,65.58,1.8
9446,M,76.31,1.98
6719,M,86.19,1.86
3679,M,60.57,1.84
9329,F,65.87,1.7
1525,F,70.37,1.65
4185,M,75.73,1.66
8997,M,79.0,1.66
461,F,63.03,1.82
6590,M,54.45,1.72
1396,F,74.83,1.59
9716,F,78.25,1.64
2112,F,70.24,1.69
2956,M,69.07,1.74
8945,M,61.71,1.82
5846,M,77.02,1.67
6015,F,72.36,1.81
1478,F,70.36,1.73
175,F,65.91,1.5
3404,F,68.84,1.59
3201,F,70.25,1.67
2393,F,61.22,1.61
1806,F,65.4,1.65
7479,M,76.27,1.62
1082,M,68.65,1.8
4524,F,73.36,1.62
3966,F,73.27,1.82
7660,M,55.15,1.61
6815,F,75.73,1.55
5071,M,79.96,1.75
1250,M,68.05,1.78
6612,F,64.76,1.72
6644,F,69.27,1.58
5357,F,74.82,1.65
3000,F,73.05,1.62
6948,F,72.11,1.58
3734,F,55.73,1.74
5969,F,64.33,1.66
8388,M,69.2,1.88
496,F,71.15,1.78
7059,M,71.81,1.79
2059,M,87.39,1.74
9458,M,79.19,1.84
306,F,54.08,1.7
9797,F,70.7,1.62
4857,F,65.92,1.53
3437,F,66.55,1.64
1629,F,57.59,1.87
9759,F,63.37,1.75
5250,F,54.18,1.73
6513,M,93.15,1.75
7586,M,83.28,1.95
4697,F,63.18,1.55
5816,M,83.64,1.9
9264,F,83.59,1.53
6301,M,57.3,1.89
6271,F,54.81,1.73
7273,F,76.9,1.63
180,M,72.96,1.74
267,M,74.89,1.71
1029,F,67.17,1.77
2297,F,52.66,1.83
5985,M,68.39,1.81
2314,M,75.54,1.71
958,M,78.41,1.89
3347,M,67.82,1.88
5665,M,80.86,1.75
3616,F,64.37,1.49
9475,M,78.4,1.84
2366,M,55.49,1.94
4327,F,58.52,1.76
6425,M,96.03,1.82
4158,M,76.29,1.89
5779,M,62.31,1.82
8974,F,68.69,1.65
9948,F,68.03,1.9
5964,F,68.47,1.63
683,M,85.87,1.71
3971,F,67.3,1.74
245,F,74.06,1.87
2479,M,82.52,1.84
2073,M,65.98,1.73
6612,M,81.79,1.74
7374,F,62.29,1.68
6501,M,72.3,1.78
4066,F,72.26,1.63
8696,M,67.29,1.66
3251,M,86.63,1.57
3560,F,72.8,1.84
3348,M,84.15,1.81
6388,F,71.1,1.81
9096,F,65.41,1.65
9099,F,57.86,1.83
4945,F,65.59,1.69
2905,F,62.64,1.63
58,M,76.53,1.8
6618,M,83.5,1.84
7681,M,72.02,1.79
4217,F,63.92,1.75
757,F,63.99,1.59
5305,M,65.96,1.61
9603,M,69.34,1.74
3090,F,57.49,1.61
9109,F,71.47,1.64
1942,M,71.75,1.58
3890,F,56.78,1.8
3771,M,87.42,1.73
5405,F,71.41,1.72
1640,M,65.4,1.76
9200,F,60.76,1.52
6178,M,73.9,1.86
6879,M,66.66,1.76
5046,M,76.08,1.87
7792,F,63.08,1.76
412,F,62.79,1.61
6677,F,57.42,1.46
6940,M,93.15,1.56
7908,F,61.16,1.67
9855,F,65.39,1.63
1495,F,73.47,1.55
3410,F,56.08,1.64
5548,M,74.47,1.75
2423,M,88.76,1.82
7769,M,83.3,1.64
3831,M,56.27,1.67
4899,F,60.12,1.89
6590,M,78.14,1.79
7618,M,84.33,1.85
9186,F,67.94,1.64
3990,F,63.57,1.36
1012,M,71.34,1.66
857,F,65.25,1.63
955,M,79.08,1.88
8891,M,81.66,1.69
7522,F,63.97,1.75
8556,F,64.92,1.65
4269,M,68.38,1.84
5068,M,74.14,1.88
4043,F,63.25,1.72
2340,F,66.38,1.64
5365,M,70.76,1.72
8954,F,70.32,1.83
872,M,70.65,1.9
7176,F,62.99,1.76
5008,F,65.18,1.68
6966,M,72.34,1.7
855,M,81.95,1.66
1565,F,61.79,1.81
2411,F,60.42,1.54
8147,F,57.77,1.8
8122,F,64.78,1.7
6378,F,46.87,1.66
8688,F,68.99,1.66
6965,M,78.04,1.89
9289,F,84.03,1.6
2160,M,79.94,1.67
8953,F,61.87,1.6
7626,F,81.37,1.72
4336,F,61.73,1.87
6826,F,68.91,1.6
8124,M,71.17,1.89
2637,F,70.23,1.84
5182,F,76.25,1.45
2101,F,61.45,1.45
1030,M,98.2,1.71
1393,M,98.4,1.84
9723,F,71.05,1.74
1430,F,63.2,1.74
1892,F,55.79,1.76
3873,M,81.37,1.76
1757,F,67.54,1.44
5060,M,80.24,1.82
4448,F,63.57,1.69
9504,F,54.13,1.57
4862,F,61.35,1.59
7191,F,56.06,1.78
621,M,79.1,1.91
919,F,47.34,1.73
667,M,88.97,1.84
4042,M,85.27,1.85
6511,M,67.22,1.74
1683,M,51.1,1.78
4848,M,99.39,1.76
9511,M,85.12,1.83
9177,F,64.06,1.64
3371,F,66.7,1.63
1950,M,88.02,1.79
1499,F,83.18,1.89
8371,F,57.51,1.72
2167,M,91.71,1.73
520,M,86.89,1.72
7651,F,69.14,1.6
9902,F,67.15,1.79
1298,F,74.5,1.77
3136,F,64.55,1.65
9220,F,66.3,1.64
1382,M,69.14,1.96
3974,F,66.85,1.73
8440,F,80.08,1.77
9282,F,81.0,1.53
4627,M,74.27,1.76
1505,M,76.69,1.88
8348,F,65.36,1.62
5717,M,75.57,1.89
8786,M,92.4,1.73
4888,M,76.68,1.9
2754,F,69.73,1.6
6280,M,86.55,1.73
604,M,70.38,1.85
2710,M,67.33,1.81
1684,F,64.48,1.72
4735,M,84.64,1.77
7081,F,87.32,1.82
8195,M,67.51,1.87
5808,M,65.51,1.76
7537,F,62.87,1.52
7580,F,71.4,1.82
5796,M,53.27,1.91
1493,M,81.53,1.9
7666,M,75.6,1.75
4084,M,86.78,1.83
8426,F,72.32,1.77
1260,F,63.02,1.74
9662,M,50.21,1.76
294,M,71.29,1.82
4473,M,78.84,1.79
6529,F,74.15,1.44
8183,M,84.39,1.9
1610,F,61.13,1.85
8581,M,70.87,1.9
3704,M,81.1,1.76
2060,F,78.71,1.62
1835,F,66.49,1.56
6085,F,69.58,1.81
4063,M,54.5,1.78
3984,F,72.15,1.7
5216,F,60.64,1.48
678,M,75.65,1.82
6783,M,84.08,1.78
4829,F,63.92,1.68
1222,M,80.37,1.92
5188,M,66.25,1.8
2642,F,59.14,1.72
1122,F,55.21,1.61
9294,F,70.16,1.61
8303,M,78.88,1.74
3948,F,77.64,1.83
809,F,62.71,1.65
1349,F,56.55,1.65
4785,F,77.24,1.74
8441,M,78.32,1.79
1229,M,74.91,1.8
9135,F,67.41,1.69
9409,M,73.64,1.85
6100,M,93.05,1.81
2896,F,55.92,1.81
7789,M,89.54,1.78
8495,F,73.08,1.6
9548,F,50.65,1.67
3570,F,76.13,1.63
1104,F,56.49,1.49
772,M,72.67,1.91
6499,M,62.18,1.97
2352,F,63.95,1.4
4827,M,54.75,1.92
1018,M,71.99,1.76
2815,F,43.57,1.47
5555,F,56.26,1.65
3498,F,66.26,1.63
2468,M,76.89,1.85
1902,F,71.88,1.74
470,M,104.08,1.58
7011,M,106.55,1.74
6161,M,60.16,1.75
8991,M,78.33,1.8
4653,M,70.97,1.84
8822,M,78.67,1.8
5059,F,73.04,1.65
1012,M,75.97,1.86
5627,M,64.05,1.67
3020,M,76.96,1.8
8189,F,53.87,1.91
5474,F,54.73,1.62
2822,M,73.98,1.71
2369,M,80.37,1.82
9593,M,63.77,1.56
3903,M,74.24,1.9
8461,F,73.48,1.77
5745,M,74.48,1.89
4325,F,66.33,1.74
2181,F,80.18,1.65
782,M,80.77,1.87
806,M,62.47,1.78
7545,F,65.27,1.51
292,F,58.69,1.58
4977,M,74.03,1.83
4559,M,73.28,1.67
5850,M,71.08,1.77
3704,M,72.99,1.77
5900,M,59.98,1.76
3916,F,79.33,1.65
6129,M,60.84,1.84
2882,F,58.4,1.66
7778,M,81.28,1.9
5394,M,71.54,1.68
9195,M,86.52,1.66
7944,M,83.0,1.87
923,M,74.4,1.64
8931,M,79.56,1.62
5939,F,65.74,1.72
7876,M,74.43,1.74
226,M,64.81,1.61
8635,F,67.25,1.46
3204,M,82.77,1.77
2239,F,69.48,1.59
6855,M,83.46,1.95
3164,F,77.12,1.59
4004,M,62.65,1.95
5799,F,68.06,1.93
2166,M,69.05,1.65
5862,F,66.64,1.57
1114,M,87.94,1.7
8197,M,81.24,1.82
2461,F,72.19,1.7
5224,F,78.87,1.74
384,M,76.99,1.8
2749,M,68.37,1.71
8377,F,77.37,1.75
3359,M,74.45,1.69
1901,F,77.31,1.53
5708,M,83.09,1.7
8921,F,68.18,1.68
2351,M,71.22,1.88
700,F,53.4,1.57
78,M,85.28,1.69
382,F,67.53,1.6
1467,M,81.34,1.79
7131,F,55.78,1.55
6768,F,80.92,1.74
5001,F,53.94,1.66
9880,F,59.19,1.46
5378,M,59.2,1.65
5331,F,74.97,1.84
537,M,60.37,1.82
5595,F,61.88,1.7
8562,M,55.88,1.77
9976,F,76.4,1.68
5659,F,74.05,1.76
5878,M,70.0,1.81
474,M,78.89,1.57
6603,F,71.62,1.89
7076,M,67.45,1.73
3661,M,84.88,1.64
9545,M,75.9,1.8
4051,F,66.64,1.63
9647,F,57.37,1.86
2650,F,59.89,1.62
7660,M,81.7,1.78
718,F,60.07,1.64
8520,F,67.22,1.72
6802,M,67.75,1.75
2560,M,74.69,1.81
2726,M,73.27,1.87
8317,M,58.64,1.76
9003,M,76.85,1.8
2111,M,88.99,1.82
9116,F,67.97,1.74
4213,F,78.5,1.7
6231,F,69.63,1.8
5578,M,95.83,1.71
4089,M,79.73,1.76
5838,F,66.34,1.64
4509,M,75.19,1.81
1704,F,82.16,1.63
180,F,62.65,1.49
5079,F,76.39,1.86
3969,M,62.19,1.73
9803,F,66.64,1.66
8339,F,77.07,1.58
6412,F,71.5,1.46
7475,F,60.48,1.74
81,M,69.02,1.81
6058,F,72.83,1.66
7790,F,74.27,1.63
5933,F,84.09,1.8
830,M,84.87,1.63
1657,F,76.74,1.59
6114,F,53.59,1.68
1614,M,50.81,1.79
6155,F,53.81,1.7
6807,F,76.36,1.52
5896,M,81.78,1.67
5164,F,71.3,1.68
2650,F,63.18,1.71
4477,F,62.35,1.6
5916,M,76.65,1.69
8991,M,76.51,1.77
5676,F,79.37,1.65
2009,M,73.61,1.7
4414,F,55.8,1.69
4872,F,64.63,1.61
4832,M,77.38,1.93
2656,F,75.89,1.62
8092,F,75.25,1.53
4915,F,60.19,1.74
2361,M,73.77,1.73
9592,M,74.08,1.95
1306,F,64.87,1.41
9672,F,57.85,1.6
1190,M,74.78,1.92
5023,F,72.06,1.67
1523,M,71.2,1.84
7307,M,81.49,1.78
6007,M,82.59,1.73
3127,F,55.9,1.89
9053,F,61.67,1.75
1627,F,59.93,1.57
8574,F,63.3,1.61
6584,F,72.11,1.71
7998,F,59.51,1.7
423,F,62.89,1.55
1092,M,63.92,1.74
3963,M,71.29,1.8
2850,M,75.7,1.79
9888,F,73.2,1.55
9834,F,62.58,1.61
4659,F,57.24,1.95
1388,M,61.24,1.77
8354,M,80.36,1.77
7197,F,71.02,1.79
8000,F,70.42,1.56
4532,F,52.23,1.73
7143,M,85.88,1.94
2802,M,75.55,1.65
4611,M,70.5,1.87
5323,F,65.47,1.52
6655,F,64.76,1.58
6942,M,78.28,1.83
1694,M,96.67,1.67
9233,F,61.91,1.76
7502,F,66.32,1.61
7753,M,88.18,1.71
8746,F,56.77,1.77
387,F,60.17,1.52
508,M,68.47,1.81
852,M,72.95,1.66
1351,M,75.96,1.79
7866,M,77.44,1.78
8579,M,77.59,1.73
9686,F,61.08,1.6
7569,F,50.64,1.61
1181,M,73.78,1.8
5836,M,70.19,1.68
3571,F,62.1,1.7
1606,F,45.42,1.62
8325,F,64.4,1.72
4435,M,81.44,1.83
7736,M,98.44,1.75
8750,M,48.72,1.77
6851,F,64.55,1.76
9952,M,58.39,1.62
3546,F,69.88,1.76
4229,F,65.99,1.65
3558,M,76.76,1.47
9787,M,59.98,1.77
3900,M,70.21,1.62
18,M,77.85,1.83
9866,F,75.65,1.56
2676,M,78.91,1.66
981,F,64.47,1.8
8258,M,66.06,1.67
1123,M,76.39,1.83
7495,F,73.1,1.72
3664,F,70.62,1.62
2729,F,61.85,1.64
4802,F,65.76,1.69
6328,M,81.54,1.88
1924,M,61.45,1.84
4054,F,52.73,1.75
8278,F,59.6,1.67
9714,M,84.22,1.58
5366,F,67.04,1.63
668,M,74.02,1.71
8606,M,58.71,1.8
6334,M,65.9,1.74
3818,F,60.2,1.8
7375,F,51.51,1.8
2092,M,82.64,1.76
870,F,67.83,1.62
8924,F,56.65,1.45
1824,F,74.75,1.68
7476,F,59.68,1.5
5351,F,58.88,1.85
6120,M,71.17,1.69
6354,F,72.31,1.65
4492,F,65.83,1.83
6246,M,66.55,1.57
4241,F,66.81,1.73
901,M,85.2,1.72
7271,F,68.4,1.39
6263,F,53.08,1.75
6577,M,71.7,1.74
6888,M,83.16,1.9
1474,F,63.96,1.78
4695,F,54.69,1.68
6299,F,43.68,1.57
670,F,58.64,1.68
6863,M,96.14,1.79
5032,F,71.34,1.81
8775,M,75.77,1.7
2138,F,73.13,1.74
2472,M,65.15,1.89
2258,F,73.43,1.71
5008,F,63.47,1.83
1785,M,68.5,1.82
6038,M,63.78,1.75
198,F,56.41,1.61
7457,F,66.64,1.76
3551,F,61.09,1.56
1358,M,79.46,1.82
2453,F,64.83,1.71
2932,M,73.75,1.9
8976,M,80.01,1.82
4419,M,68.32,1.71
9377,M,59.18,1.75
5841,M,78.71,1.94
8719,F,62.97,1.77
7308,F,73.76,1.68
7407,M,63.38,1.81
2923,M,69.92,1.82
8255,F,79.82,1.65
8771,M,84.4,2.03
5540,M,74.44,1.8
7560,M,79.94,1.72
2122,F,65.13,1.8
2968,F,77.3,1.66
4479,M,64.67,1.91
6326,F,63.04,1.79
6550,F,64.98,1.76
1316,F,70.65,1.58
4532,F,63.98,1.65
6960,M,83.36,1.63
9784,M,72.22,1.66
6119,F,67.79,1.63
110,M,75.45,1.74
5500,F,62.63,1.71
6988,M,77.49,1.82
2252,M,79.78,1.87
8326,M,73.05,1.82
854,M,84.58,1.78
7526,M,82.1,1.71
883,M,75.58,1.58
5412,M,62.11,1.95
3282,M,87.62,1.77
8355,F,59.66,1.69
5051,F,61.28,1.62
8457,F,70.27,1.68
1348,F,75.86,1.6
9006,M,74.0,2.05
3397,M,85.53,1.77
9261,M,67.0,1.71
6272,M,68.37,1.86
8585,M,51.92,1.69
510,M,74.0,1.74
7978,M,92.13,1.77
2159,M,69.32,1.71
934,F,72.71,1.71
5189,F,69.77,1.62
6954,F,57.55,1.7
4143,M,78.93,1.77
155,F,70.77,1.57
7341,M,66.42,1.78
4886,F,60.94,1.68
220,M,89.93,1.66
7943,F,64.29,1.76
7578,M,59.95,1.77
6220,F,59.36,1.52
6482,M,89.86,1.82
5293,F,61.18,1.73
5415,M,79.88,1.61
4453,M,85.73,1.87
2838,F,60.42,1.91
1969,M,62.51,1.8
4716,F,66.07,1.49
9524,M,75.07,1.6
51,M,83.79,1.78
8103,F,57.02,1.65
2286,M,89.9,1.7
5096,F,71.46,1.62
8275,F,55.71,1.7
606,F,63.67,1.57
3816,M,57.21,1.72
2575,F,57.64,1.86
5367,M,63.75,1.66
2564,F,71.26,1.55
876,M,86.1,1.76
4925,M,70.91,1.89
1777,M,77.49,1.89
673,M,72.38,1.87
4362,F,62.17,1.78
8754,F,55.41,1.63
1489,M,72.16,1.71
8775,F,56.14,1.7
7023,M,79.83,1.64
6150,F,66.2,1.71
7353,F,70.22,1.48
6108,F,70.94,1.65
8746,F,68.51,1.78
6391,M,74.23,1.69
5243,F,58.77,1.83
2192,F,64.02,1.72
2698,M,82.4,1.66
1615,F,51.42,1.71
1526,M,86.21,1.67
6407,F,78.88,1.59
4892,M,85.08,1.61
7310,F,71.24,1.56
2737,F,66.76,1.81
5835,F,82.26,1.73
4681,M,83.13,1.91
9492,M,65.25,1.76
4048,M,82.62,1.84
417,M,72.27,1.59
6453,F,67.46,1.78
7580,M,71.14,1.82
6345,M,70.37,1.8
